Experiment Name:,Exp_20200331_1

Tube Name:,Sample ID:,All Events ,P1 Events,V1L Events,V1R Events,H2-UR Events,H2-UL Events,H2-LL Events,H2-LR Events,P2 Events,All Events  % Total,P1 % Total,V1L % Total,V1R % Total,H2-UR % Total,H2-UL % Total,H2-LL % Total,H2-LR % Total,P2 % Total,All Events  % Parent,P1 % Parent,V1L % Parent,V1R % Parent,GR % Parent,mCherry % Parent,H2-LL % Parent,GFP % Parent,P2 % Parent,All Events  Mean FITC-A,P1 Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,H2-UR Mean FITC-A,H2-UL Mean FITC-A,H2-LL Mean FITC-A,H2-LR Mean FITC-A,P2 Mean FITC-A,All Events  Mean ECD-A,P1 Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,H2-UR Mean ECD-A,H2-UL Mean ECD-A,H2-LL Mean ECD-A,H2-LR Mean ECD-A,P2 Mean ECD-A,All Events  Mean FSC-A,P1 Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,H2-UR Mean FSC-A,H2-UL Mean FSC-A,H2-LL Mean FSC-A,H2-LR Mean FSC-A,P2 Mean FSC-A
#10-2,,96534,72055,34802,37253,184,28350,3940,33155,65629,100.00%,74.64%,36.05%,38.59%,0.19%,29.37%,4.08%,34.35%,67.99%,100.00%,74.64%,48.30%,51.70%,0.28%,43.20%,6.00%,50.52%,91.08%,14709.9,14823.9,131.5,28549.7,18022.1,149.0,-28.7,26190.6,13344.4,8393.7,9204.8,18134.1,863.0,12420.2,18752.3,8860.5,684.9,9013.2,46366.5,46439.3,44306.4,48431.9,48994.1,42619.4,37084.2,44090.4,43048.1
#11-1,,92722,71893,17020,54873,119,14698,1257,48771,64845,100.00%,77.54%,18.36%,59.18%,0.13%,15.85%,1.36%,52.60%,69.93%,100.00%,77.54%,23.67%,76.33%,0.18%,22.67%,1.94%,75.21%,90.20%,35614.3,32420.5,171.8,42423.1,21278.6,169.1,167.7,37774.0,28491.1,7171.2,7696.6,29624.3,895.2,25295.7,30818.4,4582.1,725.2,7666.1,50900.1,47773.7,44262.6,48862.7,48386.3,42537.2,36834.5,44137.1,43640.7
#11-2,,92827,72039,17080,54959,139,14595,1539,49135,65408,100.00%,77.61%,18.40%,59.21%,0.15%,15.72%,1.66%,52.93%,70.46%,100.00%,77.61%,23.71%,76.29%,0.21%,22.31%,2.35%,75.12%,90.80%,35191.6,32443.4,160.1,42476.3,25716.3,159.0,158.3,37719.8,28429.3,7054.7,7615.7,29266.5,887.1,18632.0,30893.6,4448.9,728.7,7585.2,49276.7,46668.9,42949.1,47825.0,49000.3,41546.5,36345.4,43281.5,42743.3
#12-1,,92681,71890,16895,54995,125,14669,1236,49030,65060,100.00%,77.57%,18.23%,59.34%,0.13%,15.83%,1.33%,52.90%,70.20%,100.00%,77.57%,23.50%,76.50%,0.19%,22.55%,1.90%,75.36%,90.50%,35733.3,32633.1,168.3,42606.5,34463.2,167.2,156.4,37868.4,28645.0,7240.5,7718.8,29864.0,915.6,24220.5,30890.5,4835.2,725.2,7649.7,49899.3,47361.6,43886.8,48429.1,44907.9,42454.8,36346.2,43842.1,43388.9
#12-2,,92027,71678,16697,54981,122,14292,1520,49328,65262,100.00%,77.89%,18.14%,59.74%,0.13%,15.53%,1.65%,53.60%,70.92%,100.00%,77.89%,23.29%,76.71%,0.19%,21.90%,2.33%,75.58%,91.05%,35649.4,32306.6,141.6,42074.7,28933.2,141.7,125.1,37547.3,28468.0,7156.8,7554.8,29477.3,897.2,19121.8,31099.4,4901.3,732.3,7514.0,49711.5,46535.2,42697.5,47700.7,51274.0,41412.3,36019.5,43307.2,42737.4
#13-1,,90534,73531,25939,47592,204,22200,2516,43714,68634,100.00%,81.22%,28.65%,52.57%,0.23%,24.52%,2.78%,48.28%,75.81%,100.00%,81.22%,35.28%,64.72%,0.30%,32.35%,3.67%,63.69%,93.34%,18673.5,18283.8,152.8,28165.8,16955.5,166.2,7.8,25960.7,16639.2,6538.0,6933.1,18066.3,865.2,11795.1,18776.0,7802.8,677.2,6825.6,44855.8,44397.4,41884.9,45766.8,49898.4,40971.5,35203.5,42510.5,41766.8
#13-2,,90907,73550,25984,47566,205,21859,2961,43756,68781,100.00%,80.91%,28.58%,52.32%,0.23%,24.05%,3.26%,48.13%,75.66%,100.00%,80.91%,35.33%,64.67%,0.30%,31.78%,4.30%,63.62%,93.52%,18595.6,18279.2,146.7,28184.4,17489.9,162.9,1.3,26025.8,16660.7,6227.7,6596.5,17200.8,803.7,14338.9,17965.5,7752.9,650.5,6499.9,44689.6,43794.4,41169.2,45228.4,48633.8,40441.1,35295.8,42139.7,41324.6
#14-1,,95536,73371,26057,47314,192,22062,2628,43296,68178,100.00%,76.80%,27.27%,49.52%,0.20%,23.09%,2.75%,45.32%,71.36%,100.00%,76.80%,35.51%,64.49%,0.28%,32.36%,3.85%,63.50%,92.92%,17768.5,18186.2,150.2,28119.1,20178.4,164.2,-4.4,25970.5,16602.2,6258.8,6965.9,18123.7,821.1,9498.9,18851.4,8190.3,680.7,6874.9,42853.6,44567.8,42035.8,45962.2,49333.6,41002.2,35175.5,42602.1,41817.1
#14-2,,95134,73327,25836,47491,180,21655,2860,43475,68170,100.00%,77.08%,27.16%,49.92%,0.19%,22.76%,3.01%,45.70%,71.66%,100.00%,77.08%,35.23%,64.77%,0.26%,31.77%,4.20%,63.77%,92.97%,18059.5,18334.9,138.8,28233.9,18975.3,154.3,-10.8,26039.3,16705.0,6269.0,6929.7,18164.8,817.6,10771.2,19051.9,8397.8,685.8,6870.2,43057.1,44586.7,41995.6,45996.3,49433.9,41089.3,35518.6,42670.7,41886.1
#15-1,,90310,73039,42976,30063,341,36258,4256,26867,67722,100.00%,80.88%,47.59%,33.29%,0.38%,40.15%,4.71%,29.75%,74.99%,100.00%,80.88%,58.84%,41.16%,0.50%,53.54%,6.28%,39.67%,92.72%,13000.5,12420.0,141.7,29972.3,16373.4,156.7,-32.0,27434.9,11048.5,11073.4,11505.8,18783.8,1101.6,15112.8,19315.7,9134.4,696.9,11268.1,44679.5,44454.5,42471.6,47289.2,49254.5,41337.8,35768.3,43265.2,41792.3
#15-2,,95030,73062,42993,30069,209,36355,4414,27112,68090,100.00%,76.88%,45.24%,31.64%,0.22%,38.26%,4.64%,28.53%,71.65%,100.00%,76.88%,58.84%,41.16%,0.31%,53.39%,6.48%,39.82%,93.19%,12190.1,12400.6,144.9,29923.8,14048.9,160.0,-17.6,27266.7,10984.4,9860.3,10953.6,18001.4,876.6,15845.5,18543.8,8329.4,669.7,10756.3,42939.7,44444.8,42463.1,47278.2,49015.1,41433.1,35794.9,43378.8,41865.6
#16-1,,95071,73556,43713,29843,265,37532,4120,27127,69044,100.00%,77.37%,45.98%,31.39%,0.28%,39.48%,4.33%,28.53%,72.62%,100.00%,77.37%,59.43%,40.57%,0.38%,54.36%,5.97%,39.29%,93.87%,11609.8,11991.0,153.4,29330.5,16202.5,166.7,-6.0,26943.5,10738.4,10377.4,11450.7,18602.1,975.6,12275.2,19217.6,8208.1,702.4,11259.4,42031.0,42878.3,40875.9,45811.3,48230.3,39945.8,34669.8,42207.8,40551.5
#16-2,,94452,73553,43587,29966,264,37258,4284,27188,68994,100.00%,77.87%,46.15%,31.73%,0.28%,39.45%,4.54%,28.78%,73.05%,100.00%,77.87%,59.26%,40.74%,0.38%,54.00%,6.21%,39.41%,93.80%,11715.8,11974.7,144.5,29182.4,15152.3,158.3,-17.0,26733.4,10677.0,10398.9,11493.6,18763.3,919.6,16121.4,19421.2,8479.3,708.3,11355.1,41309.7,42883.8,40977.4,45656.8,48443.1,40027.4,34690.7,42117.4,40551.8
#17-1,,92012,73811,52674,21137,236,45415,5046,19337,70034,100.00%,80.22%,57.25%,22.97%,0.26%,49.36%,5.48%,21.02%,76.11%,100.00%,80.22%,71.36%,28.64%,0.34%,64.85%,7.21%,27.61%,94.88%,8749.7,8598.1,143.9,29666.3,14886.2,158.5,-23.3,27316.1,7693.5,12928.4,13914.1,19086.7,1024.0,12618.5,19726.1,8562.4,706.1,13646.2,40620.2,41595.9,40289.3,44852.1,49694.9,39557.8,34085.6,41524.6,39740.7
#17-2,,92106,73838,52474,21364,242,44702,5501,19458,69903,100.00%,80.17%,56.97%,23.20%,0.26%,48.53%,5.97%,21.13%,75.89%,100.00%,80.17%,71.07%,28.93%,0.35%,63.95%,7.87%,27.84%,94.67%,8853.4,8721.9,141.9,29796.2,14985.1,158.5,-27.8,27186.1,7718.5,12187.3,13127.4,18075.4,974.0,15103.2,18673.0,8369.6,656.2,12834.7,41560.6,41695.4,40422.1,44823.1,48457.4,39616.3,34473.8,41239.0,39693.9
#18-1,,94698,73564,52665,20899,174,45629,4652,19117,69572,100.00%,77.68%,55.61%,22.07%,0.18%,48.18%,4.91%,20.19%,73.47%,100.00%,77.68%,71.59%,28.41%,0.25%,65.59%,6.69%,27.48%,94.57%,8536.2,8627.6,152.4,29985.1,12927.7,165.9,-23.1,27542.8,7707.8,12342.1,13698.2,18715.6,1054.5,13434.6,19235.4,8399.0,674.9,13396.2,40157.6,41770.7,40517.8,44928.0,48463.5,39631.9,34337.8,41669.1,39859.8
#18-2,,92933,73214,52045,21169,195,44904,4679,19320,69098,100.00%,78.78%,56.00%,22.78%,0.21%,48.32%,5.03%,20.79%,74.35%,100.00%,78.78%,71.09%,28.91%,0.28%,64.99%,6.77%,27.96%,94.38%,8808.5,8715.1,137.4,29803.7,15464.9,152.3,-44.5,27558.9,7845.2,13295.0,14447.5,19919.2,995.2,14225.0,20445.7,9528.9,708.3,14170.3,41043.4,42278.1,41076.9,45231.5,48504.4,40126.8,34805.8,41914.9,40290.1
#19-1,,94264,72101,34929,37172,230,28754,3728,33317,66029,100.00%,76.49%,37.05%,39.43%,0.24%,30.50%,3.95%,35.34%,70.05%,100.00%,76.49%,48.44%,51.56%,0.35%,43.55%,5.65%,50.46%,91.58%,15026.3,14897.0,135.8,28767.6,18104.8,150.6,-24.2,26454.7,13475.8,8878.5,9436.2,18498.6,920.7,16218.1,19167.8,8681.9,689.6,9241.8,45963.4,46056.4,44060.6,47931.9,49514.9,42463.8,36711.1,43818.1,42846.9
#19-2,,94782,72439,34953,37486,235,28913,3817,33834,66799,100.00%,76.43%,36.88%,39.55%,0.25%,30.50%,4.03%,35.70%,70.48%,100.00%,76.43%,48.25%,51.75%,0.35%,43.28%,5.71%,50.65%,92.21%,15130.2,14883.0,138.2,28631.5,17016.0,152.6,-9.7,26261.5,13426.9,8895.4,9510.1,18720.9,921.7,13214.0,19504.9,8289.3,699.1,9316.7,45251.7,45332.8,43294.4,47233.4,51030.7,41961.9,36325.9,43388.1,42394.1
#20-1,,94434,72525,35420,37105,228,29397,3853,33626,67104,100.00%,76.80%,37.51%,39.29%,0.24%,31.13%,4.08%,35.61%,71.06%,100.00%,76.80%,48.84%,51.16%,0.34%,43.81%,5.74%,50.11%,92.53%,14828.5,14858.4,140.9,28907.5,15772.0,156.5,-15.9,26662.5,13481.9,8809.4,9524.5,18528.1,929.6,15507.6,19382.3,8387.6,702.8,9377.5,44252.3,44686.3,42624.6,46654.4,49181.1,41442.2,35796.6,43100.5,41975.3
#20-2,,95628,73062,35861,37201,217,30118,3889,33838,68062,100.00%,76.40%,37.50%,38.90%,0.23%,31.49%,4.07%,35.39%,71.17%,100.00%,76.40%,49.08%,50.92%,0.32%,44.25%,5.71%,49.72%,93.16%,14240.9,14547.1,140.4,28434.8,16538.2,155.4,-2.5,26070.3,13082.6,8627.7,9537.8,18519.7,879.5,10926.8,19443.9,7888.0,702.1,9438.7,42951.6,43874.8,41777.0,45897.1,49379.6,40790.5,35368.0,42327.6,41272.3
#21-1,,95348,71250,17033,54217,135,14403,1594,48550,64682,100.00%,74.73%,17.86%,56.86%,0.14%,15.11%,1.67%,50.92%,67.84%,100.00%,74.73%,23.91%,76.09%,0.21%,22.27%,2.46%,75.06%,90.78%,34983.7,32528.3,156.4,42698.4,28660.8,154.2,165.5,38160.0,28741.0,7009.1,7667.7,29219.3,897.0,16742.1,31148.5,3767.0,741.0,7619.9,48938.5,46954.3,43510.0,48036.4,50278.3,41826.6,37836.3,43634.6,43103.0
#21-2,,96048,71160,16910,54250,148,14221,1749,48350,64468,100.00%,74.09%,17.61%,56.48%,0.15%,14.81%,1.82%,50.34%,67.12%,100.00%,74.09%,23.76%,76.24%,0.23%,22.06%,2.71%,75.00%,90.60%,34684.8,32308.5,144.1,42334.4,28017.8,141.3,166.0,37680.4,28359.7,7089.6,7832.9,29962.1,935.2,14890.4,32049.4,3836.8,748.2,7769.2,48866.6,46921.5,43179.8,48087.8,44271.8,41799.6,37296.6,43615.4,43045.0
#22-1,,99019,71732,17480,54252,153,14480,2035,48885,65553,100.00%,72.44%,17.65%,54.79%,0.15%,14.62%,2.06%,49.37%,66.20%,100.00%,72.44%,24.37%,75.63%,0.23%,22.09%,3.10%,74.57%,91.39%,32653.5,31907.4,151.1,42139.3,22758.3,146.7,175.9,37652.1,28169.4,6932.7,7713.3,28903.3,885.9,19478.1,31633.0,3129.2,741.9,7683.3,45887.2,45618.0,41913.1,46811.7,48366.2,40669.6,35741.0,42599.7,41973.9
#22-2,,97879,71297,17310,53987,166,14302,2003,48552,65023,100.00%,72.84%,17.69%,55.16%,0.17%,14.61%,2.05%,49.60%,66.43%,100.00%,72.84%,24.28%,75.72%,0.26%,22.00%,3.08%,74.67%,91.20%,32709.4,31847.7,147.8,42011.8,19224.1,143.0,149.4,37481.1,28071.9,7071.2,7808.9,29372.9,894.8,16836.6,32044.2,3068.2,758.0,7751.7,46567.2,45894.8,42069.9,47121.2,46015.3,40712.6,35537.3,42812.9,42135.0
#23-1,,93771,72531,25669,46862,252,21094,3015,42426,66787,100.00%,77.35%,27.37%,49.97%,0.27%,22.50%,3.22%,45.24%,71.22%,100.00%,77.35%,35.39%,64.61%,0.38%,31.58%,4.51%,63.52%,92.08%,18648.0,18640.5,146.1,28771.0,18210.9,158.8,20.6,26462.9,16930.2,6446.7,6963.5,18144.3,839.2,14079.4,19185.3,7454.9,687.5,6885.9,45157.7,45791.3,43244.0,47186.5,48117.4,42104.8,36335.1,43466.3,42731.9
#23-2,,94884,72897,26007,46890,245,21496,3143,43004,67888,100.00%,76.83%,27.41%,49.42%,0.26%,22.66%,3.31%,45.32%,71.55%,100.00%,76.83%,35.68%,64.32%,0.36%,31.66%,4.63%,63.35%,93.13%,17963.8,18166.0,147.9,28159.5,15501.8,158.0,50.3,25976.4,16563.2,6597.6,7047.5,18228.1,846.3,13894.8,19453.8,6518.3,693.5,6951.0,44146.8,44378.6,41851.6,45780.2,46692.6,40797.6,35883.7,42492.0,41664.7
#24-1,,94153,72819,26177,46642,231,21710,2955,42265,67161,100.00%,77.34%,27.80%,49.54%,0.25%,23.06%,3.14%,44.89%,71.33%,100.00%,77.34%,35.95%,64.05%,0.34%,32.33%,4.40%,62.93%,92.23%,18338.2,18251.6,154.0,28408.6,16898.2,165.4,29.1,26055.2,16509.6,6480.3,7072.1,18190.4,832.1,10925.5,19247.6,6795.2,683.0,6988.2,44339.3,44896.9,42338.7,46332.6,50071.1,41285.8,35859.0,42802.7,42031.9
#24-2,,94649,73080,26074,47006,243,21819,3023,42872,67957,100.00%,77.21%,27.55%,49.66%,0.26%,23.05%,3.19%,45.30%,71.80%,100.00%,77.21%,35.68%,64.32%,0.36%,32.11%,4.45%,63.09%,92.99%,17806.6,18116.7,150.8,28082.3,17884.0,161.9,36.5,25702.5,16332.5,6524.3,7068.7,18292.1,843.2,11973.2,19298.1,6628.8,683.3,6964.8,42811.3,44090.8,41580.5,45483.3,47345.6,40697.6,35235.7,42055.2,41334.9
#25-1,,92268,72883,43066,29817,343,36617,4150,26704,67814,100.00%,78.99%,46.67%,32.32%,0.37%,39.69%,4.50%,28.94%,73.50%,100.00%,78.99%,59.09%,40.91%,0.51%,54.00%,6.12%,39.38%,93.05%,12562.8,12388.2,154.8,30057.5,10844.0,164.9,9.7,27334.7,10908.4,10805.8,11593.4,18963.9,947.9,10943.6,19493.3,7834.1,695.5,11334.3,43781.1,44495.1,42553.4,47299.7,46695.9,41324.6,36125.6,43214.3,41777.8
#25-2,,93699,73637,43636,30001,360,37214,4283,26995,68852,100.00%,78.59%,46.57%,32.02%,0.38%,39.72%,4.57%,28.81%,73.48%,100.00%,78.59%,59.26%,40.74%,0.52%,54.05%,6.22%,39.21%,93.50%,12109.5,12236.5,153.4,29811.2,12448.9,163.6,8.7,26841.7,10678.0,10744.3,11580.5,18885.1,956.0,9215.8,19500.1,7529.3,700.5,11330.9,42654.2,43617.1,41709.4,46391.8,46447.9,40644.7,35394.2,42365.8,41023.2
#26-1,,92780,72951,43433,29518,289,36874,4154,26418,67735,100.00%,78.63%,46.81%,31.82%,0.31%,39.74%,4.48%,28.47%,73.01%,100.00%,78.63%,59.54%,40.46%,0.43%,54.44%,6.13%,39.00%,92.85%,12489.9,12269.4,152.6,30098.2,10560.0,164.4,-7.4,27310.3,10785.6,10761.2,11571.4,18796.6,940.1,9234.3,19283.1,8310.0,688.2,11314.9,44554.7,44549.2,42681.9,47296.7,45990.4,41330.0,36152.0,43173.2,41751.2
#26-2,,92785,72627,42911,29716,347,36024,4288,26418,67077,100.00%,78.27%,46.25%,32.03%,0.37%,38.83%,4.62%,28.47%,72.29%,100.00%,78.27%,59.08%,40.92%,0.52%,53.71%,6.39%,39.38%,92.36%,12677.7,12425.7,144.4,30160.3,9341.0,156.0,-13.2,27252.4,10864.5,10836.3,11670.5,19045.8,1020.3,11211.8,19562.2,8451.7,687.4,11375.0,44372.4,44828.3,42974.5,47505.2,47153.2,41614.8,35950.9,43225.8,41915.9
#27-1,,92781,73597,52267,21330,344,44845,4871,19293,69353,100.00%,79.32%,56.33%,22.99%,0.37%,48.33%,5.25%,20.79%,74.75%,100.00%,79.32%,71.02%,28.98%,0.50%,64.66%,7.02%,27.82%,94.23%,8711.7,8647.7,153.2,29462.6,10018.5,163.8,-7.1,26943.3,7650.4,12865.8,13876.9,19124.7,1017.7,12165.0,19651.5,8047.1,683.9,13522.8,41573.6,42666.4,41449.6,45648.1,47590.1,40348.9,34822.2,41895.2,40426.8
#27-2,,93676,73567,52148,21419,305,44817,4865,19307,69294,100.00%,78.53%,55.67%,22.86%,0.33%,47.84%,5.19%,20.61%,73.97%,100.00%,78.53%,70.89%,29.11%,0.44%,64.68%,7.02%,27.86%,94.19%,8812.8,8812.6,149.4,29904.5,10669.1,160.5,-8.3,27091.4,7698.5,12875.0,13943.7,19207.8,1127.2,13214.6,19818.0,7974.5,685.7,13626.7,44778.9,42821.5,41611.7,45766.9,45822.1,40578.0,35196.4,41898.5,40591.2
#28-1,,94012,73436,52446,20990,299,45547,4522,19107,69475,100.00%,78.11%,55.79%,22.33%,0.32%,48.45%,4.81%,20.32%,73.90%,100.00%,78.11%,71.42%,28.58%,0.43%,65.56%,6.51%,27.50%,94.61%,8441.8,8563.8,157.7,29567.4,10303.6,167.0,-1.2,27102.7,7607.5,13189.2,14411.1,19788.2,975.5,13332.8,20242.8,7997.2,704.1,14042.5,41017.2,41984.2,40861.1,44790.2,47159.1,39801.1,34628.0,41335.5,39918.0
#28-2,,93125,73052,52033,21019,286,44656,4768,18943,68653,100.00%,78.45%,55.87%,22.57%,0.31%,47.95%,5.12%,20.34%,73.72%,100.00%,78.45%,71.23%,28.77%,0.42%,65.05%,6.95%,27.59%,93.98%,8942.8,8804.2,144.7,30241.0,9285.6,156.8,-24.7,27667.6,7773.1,13579.8,14522.5,19988.6,991.0,10379.8,20537.8,8798.7,713.2,14210.1,42918.3,43086.0,41873.8,46087.1,47067.8,40784.8,34850.8,42307.2,40818.9
#29-1,,93123,73240,35473,37767,346,29881,3948,34398,68573,100.00%,78.65%,38.09%,40.56%,0.37%,32.09%,4.24%,36.94%,73.64%,100.00%,78.65%,48.43%,51.57%,0.50%,43.58%,5.76%,50.16%,93.63%,14714.5,14774.0,146.2,28513.3,14457.3,157.1,20.4,26079.1,13224.6,9038.3,9630.3,18839.6,980.4,11608.5,19811.9,7363.3,711.0,9472.3,45515.2,43315.4,41214.6,45288.6,48476.9,40340.4,35136.0,41730.0,40778.8
#29-2,,91692,73268,35392,37876,347,29889,3904,34448,68588,100.00%,79.91%,38.60%,41.31%,0.38%,32.60%,4.26%,37.57%,74.80%,100.00%,79.91%,48.30%,51.70%,0.51%,43.58%,5.69%,50.22%,93.61%,15115.4,14853.6,140.9,28601.4,13435.8,153.2,8.2,26246.7,13317.5,9303.8,9793.9,19241.6,965.8,11832.9,20107.3,7727.7,713.9,9620.6,43789.2,43847.2,41826.5,45735.4,47956.2,40853.8,35813.0,42150.9,41254.3
#30-1,,92818,72836,35701,37135,291,30455,3484,33782,68012,100.00%,78.47%,38.46%,40.01%,0.31%,32.81%,3.75%,36.40%,73.27%,100.00%,78.47%,49.02%,50.98%,0.43%,44.78%,5.12%,49.67%,93.38%,14925.1,14838.2,149.9,28959.2,13846.1,160.1,8.0,26530.4,13309.2,9234.9,9898.8,19241.9,916.5,9461.7,20028.7,7868.5,723.0,9771.3,43146.9,43774.9,41701.2,45768.4,45711.4,40631.0,35526.6,42299.6,41220.1
#30-2,,92734,72572,35272,37300,281,29920,3520,33712,67433,100.00%,78.26%,38.04%,40.22%,0.30%,32.26%,3.80%,36.35%,72.72%,100.00%,78.26%,48.60%,51.40%,0.42%,44.37%,5.22%,49.99%,92.92%,15099.5,14898.7,140.2,28854.8,13201.6,151.2,0.1,26357.7,13299.2,9553.3,10145.6,19891.9,929.2,9101.5,20613.7,8345.1,734.3,9986.9,44076.9,44281.4,42320.5,46135.7,47116.0,41142.6,35681.9,42473.0,41547.5
#31-1,,95120,71134,18497,52637,430,15200,1904,44791,62325,100.00%,74.78%,19.45%,55.34%,0.45%,15.98%,2.00%,47.09%,65.52%,100.00%,74.78%,26.00%,74.00%,0.69%,24.39%,3.05%,71.87%,87.62%,35199.2,32608.9,172.7,44007.2,13365.2,163.7,200.6,37940.5,27404.9,8188.4,8992.7,31629.9,1037.8,14552.6,33886.7,2561.7,751.2,8982.9,49162.2,47126.4,43233.5,48494.4,43872.3,41490.3,37323.9,42768.8,42298.3
#31-2,,94995,71582,18401,53181,408,15074,1928,45561,62971,100.00%,75.35%,19.37%,55.98%,0.43%,15.87%,2.03%,47.96%,66.29%,100.00%,75.35%,25.71%,74.29%,0.65%,23.94%,3.06%,72.35%,87.97%,35109.5,33243.9,169.7,44687.8,10899.7,159.5,183.8,38537.1,27996.9,8104.1,8958.9,31756.0,1070.9,13773.5,34190.9,2442.2,757.6,8896.8,48245.9,46634.4,42753.7,47977.2,44009.7,40956.1,37332.3,42417.5,41922.3
#32-1,,93764,72475,18703,53772,396,15578,1989,47110,65073,100.00%,77.30%,19.95%,57.35%,0.42%,16.61%,2.12%,50.24%,69.40%,100.00%,77.30%,25.81%,74.19%,0.61%,23.94%,3.06%,72.40%,89.79%,34641.6,32664.9,180.0,43963.8,10204.0,172.3,203.7,38297.5,27835.3,7884.7,8697.8,30823.4,1002.1,15258.1,33148.7,2476.2,743.2,8642.1,47887.1,45991.7,42210.5,47306.8,44065.7,40652.7,36787.4,42176.3,41658.4
#32-2,,102756,80000,20619,59381,485,17168,2147,51509,71309,100.00%,77.85%,20.07%,57.79%,0.47%,16.71%,2.09%,50.13%,69.40%,100.00%,77.85%,25.77%,74.23%,0.68%,24.08%,3.01%,72.23%,89.14%,36065.5,33399.4,163.2,44940.1,10318.0,156.6,168.0,39161.3,28400.6,8135.4,8697.9,30639.6,1079.0,13188.1,32992.1,3179.1,724.3,8651.6,50177.1,47071.1,43369.5,48356.5,43317.6,41710.6,37710.0,43080.8,42590.8
#33-1,,96628,80000,29307,50693,942,24333,3500,45141,73916,100.00%,82.79%,30.33%,52.46%,0.97%,25.18%,3.62%,46.72%,76.50%,100.00%,82.79%,36.63%,63.37%,1.27%,32.92%,4.74%,61.07%,92.40%,18934.1,18729.3,160.1,29464.7,6772.0,166.4,47.2,26720.3,16461.6,7242.1,7531.4,18782.8,1026.6,8671.0,20082.0,6263.8,681.4,7434.2,43583.6,43653.8,40782.7,45313.6,43860.5,39996.4,35431.8,41300.8,40626.1
#33-2,,99122,80000,29644,50356,858,24527,3447,44955,73787,100.00%,80.71%,29.91%,50.80%,0.87%,24.74%,3.48%,45.35%,74.44%,100.00%,80.71%,37.06%,62.95%,1.16%,33.24%,4.67%,60.93%,92.23%,19086.3,18838.8,156.8,29836.7,6448.8,162.2,46.3,27153.7,16674.5,7138.4,7622.3,18985.6,932.8,7987.4,20151.5,6623.4,688.5,7520.1,44325.6,44695.7,42169.5,46182.8,42997.9,41187.5,35949.8,42289.6,41635.3
#34-1,,101126,80000,29807,50193,830,24539,3418,44541,73328,100.00%,79.11%,29.48%,49.63%,0.82%,24.27%,3.38%,44.05%,72.51%,100.00%,79.11%,37.26%,62.74%,1.13%,33.46%,4.66%,60.74%,91.66%,19103.1,18942.8,158.5,30097.9,5960.6,163.2,42.0,27442.2,16793.0,7102.0,7676.4,19039.3,928.6,7707.1,20228.0,6457.8,690.9,7577.2,44886.0,45495.9,42766.7,47116.6,43733.5,41620.9,36273.1,42997.3,42231.6
#34-2,,103054,80000,29900,50100,891,24467,3632,44664,73654,100.00%,77.63%,29.01%,48.62%,0.86%,23.74%,3.52%,43.34%,71.47%,100.00%,77.63%,37.38%,62.63%,1.21%,33.22%,4.93%,60.64%,92.07%,18227.9,18505.4,156.7,29456.0,5782.3,161.9,56.4,26933.2,16458.9,7076.7,7785.8,19249.8,943.9,8314.9,20554.5,6059.2,695.2,7648.9,43874.2,44538.4,41912.3,46105.6,43178.0,40754.6,36042.8,42210.5,41434.4
#35-1,,103199,80000,48214,31786,1105,40632,4754,27758,74249,100.00%,77.52%,46.72%,30.80%,1.07%,39.37%,4.61%,26.90%,71.95%,100.00%,77.52%,60.27%,39.73%,1.49%,54.72%,6.40%,37.39%,92.81%,12137.4,12182.2,145.7,30439.7,4891.0,153.8,-8.3,28045.7,10641.3,11428.0,12587.3,20194.2,1048.9,7303.1,20921.4,8387.9,695.4,12354.7,43165.5,44665.1,43059.2,47101.1,43717.2,41948.5,35853.2,42907.6,41943.1
#35-2,,104702,80000,48151,31849,1004,40604,4870,27850,74328,100.00%,76.41%,45.99%,30.42%,0.96%,38.78%,4.65%,26.60%,70.99%,100.00%,76.41%,60.19%,39.81%,1.35%,54.63%,6.55%,37.47%,92.91%,12055.2,12255.8,142.8,30568.8,4621.5,152.1,-5.3,27939.3,10613.7,11346.5,12642.2,20301.3,1062.9,8080.4,21144.5,8220.9,700.3,12461.0,42685.8,44495.4,42804.5,47051.9,43190.8,41740.8,36036.5,42825.1,41792.9
#36-1,,104623,80000,48328,31672,1068,40523,4850,27538,73979,100.00%,76.47%,46.19%,30.27%,1.02%,38.73%,4.64%,26.32%,70.71%,100.00%,76.47%,60.41%,39.59%,1.44%,54.78%,6.56%,37.22%,92.47%,12278.4,12271.9,147.0,30773.3,4896.5,155.6,-5.2,28481.4,10757.5,11259.9,12499.6,19969.7,1101.1,7559.9,20744.4,8185.5,698.1,12268.6,43106.1,44647.4,42985.9,47182.7,42810.2,41732.1,36052.4,42894.7,41808.0
#36-2,,103946,80000,48175,31825,1053,40482,4848,27674,74057,100.00%,76.96%,46.35%,30.62%,1.01%,38.95%,4.66%,26.62%,71.25%,100.00%,76.96%,60.22%,39.78%,1.42%,54.66%,6.55%,37.37%,92.57%,12421.8,12239.3,142.3,30551.0,4589.9,150.6,-4.9,28084.7,10642.1,11497.0,12645.2,20311.6,1040.2,7141.8,21084.5,8215.2,704.5,12428.1,43433.1,44663.4,43004.9,47173.9,43439.8,41798.1,36375.8,42886.7,41873.3
