Experiment Name:,Exp_20200327__MOPS_EZ_GLY

Tube Name:,Sample ID:,All Events ,V1L Events,V1R Events,P1 Events,V2L Events,V2R Events,GR Events,GFP Events,H1-LL Events,mCherry Events,All Events  % Total,V1L % Total,V1R % Total,P1 % Total,V2L % Total,V2R % Total,GR % Total,GFP % Total,H1-LL % Total,mCherry % Total,All Events  % Parent,V1L % Parent,V1R % Parent,P1 % Parent,V2L % Parent,V2R % Parent,GR % Parent,GFP % Parent,H1-LL % Parent,mCherry % Parent,All Events  Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,P1 Mean FITC-A,V2L Mean FITC-A,V2R Mean FITC-A,GR Mean FITC-A,GFP Mean FITC-A,H1-LL Mean FITC-A,mCherry Mean FITC-A,All Events  Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,P1 Mean ECD-A,V2L Mean ECD-A,V2R Mean ECD-A,GR Mean ECD-A,GFP Mean ECD-A,H1-LL Mean ECD-A,mCherry Mean ECD-A,All Events  Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,P1 Mean FSC-A,V2L Mean FSC-A,V2R Mean FSC-A,GR Mean FSC-A,GFP Mean FSC-A,H1-LL Mean FSC-A,mCherry Mean FSC-A,All Events  rCV FSC-A,V1L rCV FSC-A,V1R rCV FSC-A,P1 rCV FSC-A,V2L rCV FSC-A,V2R rCV FSC-A,GR rCV FSC-A,GFP rCV FSC-A,H1-LL rCV FSC-A,mCherry rCV FSC-A,All Events  rCV FITC-A,V1L rCV FITC-A,V1R rCV FITC-A,P1 rCV FITC-A,V2L rCV FITC-A,V2R rCV FITC-A,GR rCV FITC-A,GFP rCV FITC-A,H1-LL rCV FITC-A,mCherry rCV FITC-A,All Events  rCV ECD-A,V1L rCV ECD-A,V1R rCV ECD-A,P1 rCV ECD-A,V2L rCV ECD-A,V2R rCV ECD-A,GR rCV ECD-A,GFP rCV ECD-A,H1-LL rCV ECD-A,mCherry rCV ECD-A
#271,0.24,42899,437,34614,35051,34966,85,2,34587,393,69,100.00%,1.02%,80.69%,81.71%,81.51%,0.20%,0.00%,80.62%,0.92%,0.16%,100.00%,1.25%,98.75%,81.71%,99.76%,0.24%,0.01%,98.68%,1.12%,0.20%,33208.4,222.6,31494.9,31105.0,30939.0,99387.4,6536.2,31517.8,280.1,466.3,566.4,936.5,519.0,524.2,513.4,4969.5,3542.0,519.0,345.4,4070.4,42084.0,33712.3,39153.6,39085.8,39038.7,58430.3,48392.5,39154.3,32846.2,40013.8,50.57%,47.27%,40.91%,41.09%,41.05%,44.28%,66.14%,40.91%,46.02%,47.69%,56.59%,100.48%,47.63%,48.43%,48.29%,147.94%,82.84%,47.59%,103.62%,77.91%,81.54%,161.88%,72.32%,73.07%,72.97%,21.90%,121.57%,72.28%,159.52%,57.35%
#272,0.24,25715,247,20296,20543,20488,55,1,20288,220,34,100.00%,0.96%,78.93%,79.89%,79.67%,0.21%,0.00%,78.90%,0.86%,0.13%,100.00%,1.20%,98.80%,79.89%,99.73%,0.27%,0.00%,98.76%,1.07%,0.17%,35868.3,232.7,33724.5,33321.8,33138.7,101523.7,3776.7,33737.1,251.2,388.6,561.6,1392.0,509.6,520.2,502.6,7071.6,831.9,509.5,394.2,7707.6,42825.6,34452.4,39381.5,39322.2,39276.8,56265.7,30441.8,39380.0,32543.1,49002.5,52.40%,52.01%,41.34%,41.47%,41.43%,48.22%,0.00%,41.35%,50.09%,42.35%,58.23%,104.89%,48.94%,49.58%,49.44%,147.99%,0.00%,48.89%,106.83%,103.93%,84.07%,148.43%,74.80%,75.36%,75.23%,35.85%,0.00%,74.79%,139.91%,78.00%
#273,,100000,65883,21247,87130,22609,64521,207,21014,10478,55431,100.00%,65.88%,21.25%,87.13%,22.61%,64.52%,0.21%,21.01%,10.48%,55.43%,100.00%,75.61%,24.39%,87.13%,25.95%,74.05%,0.24%,24.12%,12.03%,63.62%,9832.3,133.1,32660.0,8064.9,29768.5,459.7,24752.1,32776.2,-29.5,164.5,15334.1,20059.3,977.4,15406.1,736.8,20546.4,29012.9,791.2,14151.6,21132.9,43928.1,39153.8,45173.9,40621.8,43977.8,39445.9,62736.2,45008.7,34759.4,39984.3,41.97%,35.70%,39.78%,36.98%,40.00%,35.79%,35.31%,39.58%,33.52%,35.64%,110.93%,96.53%,49.56%,107.70%,54.46%,96.77%,58.40%,49.52%,125.42%,71.40%,107.15%,48.71%,60.87%,87.62%,65.59%,47.25%,44.62%,60.30%,55.99%,47.58%
#274,,100000,88836,1117,89953,2943,87010,19,1095,14829,74010,100.00%,88.84%,1.12%,89.95%,2.94%,87.01%,0.02%,1.10%,14.83%,74.01%,100.00%,98.76%,1.24%,89.95%,3.27%,96.73%,0.02%,1.22%,16.49%,82.28%,667.1,126.0,32587.1,529.1,12188.0,134.8,18779.8,32911.5,-44.6,160.3,19756.6,20051.2,1072.3,19815.5,508.7,20468.6,18799.7,745.9,14962.1,21070.4,41583.1,40872.4,45845.8,40934.1,38222.2,41025.9,61744.9,45580.6,36244.8,41799.6,38.55%,34.64%,38.69%,34.68%,36.40%,34.56%,37.83%,38.23%,32.64%,34.69%,102.17%,99.97%,49.12%,100.03%,130.25%,100.21%,94.16%,48.90%,113.32%,71.80%,53.43%,48.94%,57.78%,49.75%,125.99%,47.60%,30.56%,57.36%,54.20%,47.94%
#275,,100000,63963,24553,88516,25686,62830,207,24321,9131,54857,100.00%,63.96%,24.55%,88.52%,25.69%,62.83%,0.21%,24.32%,9.13%,54.86%,100.00%,72.26%,27.74%,88.52%,29.02%,70.98%,0.23%,27.48%,10.32%,61.97%,10541.8,145.1,31796.7,8924.8,29518.8,505.5,23118.2,31901.5,-27.9,174.5,14676.9,20270.9,893.8,14896.0,708.7,20696.0,17360.0,749.2,14359.5,21248.0,41930.5,38553.7,43775.0,40002.0,42863.2,38832.3,60515.3,43637.0,33958.9,39318.9,41.24%,35.43%,38.62%,36.48%,38.58%,35.46%,39.93%,38.52%,33.31%,35.35%,111.69%,89.46%,47.32%,107.52%,50.50%,89.48%,65.89%,47.23%,121.74%,68.87%,124.02%,48.61%,61.53%,104.56%,65.37%,47.33%,65.87%,61.17%,56.65%,47.75%
#276,,100000,87577,2982,90559,4681,85878,60,2917,12753,74829,100.00%,87.58%,2.98%,90.56%,4.68%,85.88%,0.06%,2.92%,12.75%,74.83%,100.00%,96.71%,3.29%,90.56%,5.17%,94.83%,0.07%,3.22%,14.08%,82.63%,1328.7,138.3,30008.9,1121.9,18581.0,170.3,20585.8,30251.1,-39.8,168.8,20276.4,20975.6,1112.6,20321.6,609.8,21396.0,17513.6,771.2,15347.5,21933.6,40597.8,40044.8,45080.0,40210.6,40268.4,40207.4,60365.4,44780.3,35194.8,40871.1,38.61%,34.77%,37.31%,34.87%,37.32%,34.74%,43.96%,37.05%,32.52%,34.83%,95.33%,92.43%,43.38%,92.64%,145.75%,92.58%,59.60%,43.13%,115.47%,70.10%,54.01%,48.39%,61.08%,50.61%,95.55%,47.23%,80.65%,59.96%,52.94%,47.71%
#277,,100000,51470,35700,87170,36729,50441,293,35375,7062,44440,100.00%,51.47%,35.70%,87.17%,36.73%,50.44%,0.29%,35.37%,7.06%,44.44%,100.00%,59.05%,40.95%,87.17%,42.13%,57.87%,0.34%,40.58%,8.10%,50.98%,15251.3,151.9,31509.6,12994.3,29936.4,657.7,18297.4,31646.0,-11.5,179.0,12871.1,21783.1,882.3,13223.3,716.4,22330.2,16782.5,749.4,14185.2,22976.3,44293.4,38957.0,44470.2,41214.9,43787.1,39342.0,55593.0,44379.9,34061.1,39737.5,42.76%,35.35%,38.70%,37.02%,38.59%,35.44%,46.61%,38.61%,33.16%,35.24%,142.20%,85.81%,47.01%,138.87%,49.07%,86.32%,76.05%,46.78%,140.91%,68.41%,138.73%,49.22%,62.20%,137.49%,64.58%,47.92%,109.77%,61.90%,63.53%,47.93%
#278,,100000,76645,13396,90041,14821,75220,187,13184,9988,66682,100.00%,76.64%,13.40%,90.04%,14.82%,75.22%,0.19%,13.18%,9.99%,66.68%,100.00%,85.12%,14.88%,90.04%,16.46%,83.54%,0.21%,14.64%,11.09%,74.06%,5411.1,153.2,29364.6,4499.1,25875.6,287.2,18153.1,29576.4,-29.8,181.1,18558.0,21713.0,948.1,18623.6,669.5,22161.2,18638.7,731.8,15114.5,22686.7,43308.9,40795.1,45565.9,41504.9,43987.2,41015.8,60039.6,45364.5,35526.4,41585.3,38.88%,34.47%,36.62%,34.97%,36.83%,34.47%,39.80%,36.33%,32.23%,34.51%,93.27%,85.72%,43.23%,90.50%,50.64%,85.73%,79.55%,42.87%,121.41%,67.71%,71.42%,49.39%,60.61%,63.86%,68.46%,48.17%,94.78%,59.92%,56.69%,48.49%
#279,,100000,9495,75267,84762,75922,8840,467,74708,2146,7441,100.00%,9.49%,75.27%,84.76%,75.92%,8.84%,0.47%,74.71%,2.15%,7.44%,100.00%,11.20%,88.80%,84.76%,89.57%,10.43%,0.55%,88.14%,2.53%,8.78%,32263.2,199.5,31892.9,28342.7,31071.2,4908.7,12955.4,32048.5,193.1,219.4,3585.1,26269.6,739.6,3599.4,665.3,28799.2,8908.3,690.4,6316.7,31689.5,50444.1,40439.5,45158.2,44629.6,44859.2,42657.9,47711.7,45150.3,36336.3,41600.7,45.35%,36.82%,38.36%,38.42%,38.34%,37.91%,39.63%,38.34%,36.56%,36.24%,62.65%,75.07%,46.20%,53.89%,46.87%,78.77%,77.04%,45.95%,169.11%,65.13%,77.87%,71.97%,64.15%,70.54%,65.13%,61.80%,58.51%,63.76%,189.37%,55.70%
#280,,100000,17199,67528,84727,67767,16960,672,66790,2794,14471,100.00%,17.20%,67.53%,84.73%,67.77%,16.96%,0.67%,66.79%,2.79%,14.47%,100.00%,20.30%,79.70%,84.73%,79.98%,20.02%,0.79%,78.83%,3.30%,17.08%,27907.4,185.5,31165.2,24876.5,30306.6,3179.5,14261.2,31364.4,107.6,207.4,6378.9,28111.8,818.7,6359.0,702.7,28960.0,8672.3,737.3,11327.2,31239.2,49945.4,40635.5,45558.2,44559.0,45148.1,42204.9,47901.3,45537.9,35871.6,41562.6,44.71%,35.36%,38.21%,37.85%,38.21%,35.98%,41.49%,38.17%,35.23%,35.09%,81.93%,79.00%,44.98%,65.90%,45.69%,80.43%,61.98%,44.59%,3305.33%,66.41%,85.07%,61.12%,62.93%,77.46%,63.72%,59.28%,59.28%,62.50%,190.59%,55.24%
#281,,100000,1250,81682,82932,82438,494,2,81621,1264,45,100.00%,1.25%,81.68%,82.93%,82.44%,0.49%,0.00%,81.62%,1.26%,0.04%,100.00%,1.51%,98.49%,82.93%,99.40%,0.60%,0.00%,98.42%,1.52%,0.05%,41179.4,254.4,35504.0,34972.7,34549.6,105581.4,24352.5,35528.6,319.8,428.2,824.7,578.6,728.4,726.2,706.1,4073.5,5385.3,728.8,190.7,10793.6,54140.3,36915.1,46016.5,45879.3,45741.4,68888.5,62959.3,46017.9,36797.6,48847.7,47.03%,42.77%,38.72%,38.84%,38.71%,32.77%,45.89%,38.71%,42.64%,47.66%,55.90%,79.41%,47.20%,48.03%,47.73%,67.18%,133.15%,47.16%,81.36%,98.00%,70.15%,214.70%,61.42%,62.49%,62.22%,14.19%,76.46%,61.37%,228.77%,98.42%
#282,,100000,1522,84746,86268,84859,1409,13,84660,1484,111,100.00%,1.52%,84.75%,86.27%,84.86%,1.41%,0.01%,84.66%,1.48%,0.11%,100.00%,1.76%,98.24%,86.27%,98.37%,1.63%,0.02%,98.14%,1.72%,0.13%,41961.4,264.4,40561.9,39851.0,37995.5,151600.0,4636.9,40600.9,310.2,600.5,1110.5,839.3,818.3,818.7,765.3,4035.3,24718.7,815.0,332.9,7314.9,57573.1,41733.3,51888.3,51709.1,50673.5,114080.8,70168.5,51888.9,41263.8,52038.4,48.99%,43.93%,42.12%,42.29%,41.64%,50.40%,34.17%,42.12%,42.61%,50.32%,56.87%,88.20%,50.14%,51.12%,50.27%,59.68%,48.93%,50.07%,90.23%,101.11%,71.16%,163.79%,63.42%,64.57%,63.77%,16.83%,39.51%,63.36%,173.68%,68.34%
#283,,100000,67572,21978,89550,24494,65056,332,21573,14099,53546,100.00%,67.57%,21.98%,89.55%,24.49%,65.06%,0.33%,21.57%,14.10%,53.55%,100.00%,75.46%,24.54%,89.55%,27.35%,72.65%,0.37%,24.09%,15.74%,59.79%,9453.4,115.3,36073.0,8940.3,29726.1,1114.4,29714.6,36287.0,-13.1,151.4,14557.3,19650.1,1148.9,15109.4,725.2,20525.1,30658.9,818.0,13138.0,21289.8,41010.6,38176.5,48117.1,40616.2,44898.1,39004.0,74901.7,47753.0,34265.5,39200.5,41.24%,35.58%,40.78%,37.10%,40.25%,35.79%,36.51%,40.29%,33.57%,35.62%,119.99%,109.65%,53.47%,118.74%,63.61%,110.46%,65.56%,53.08%,138.54%,74.68%,118.24%,52.86%,64.74%,102.64%,72.49%,49.87%,51.52%,63.77%,70.70%,50.73%
#284,,100000,90777,1164,91941,2919,89022,42,1121,14952,75826,100.00%,90.78%,1.16%,91.94%,2.92%,89.02%,0.04%,1.12%,14.95%,75.83%,100.00%,98.73%,1.27%,91.94%,3.17%,96.83%,0.05%,1.22%,16.26%,82.47%,638.0,128.8,35824.3,580.7,13120.6,169.5,30511.5,36052.5,-45.1,163.1,19882.5,20246.2,1838.3,20013.2,514.1,20652.5,43037.6,812.0,14828.7,21306.6,40879.2,40680.7,49715.7,40795.1,39598.6,40834.3,74942.7,48796.2,35556.6,41690.9,38.15%,35.15%,42.81%,35.26%,37.48%,35.16%,39.43%,41.93%,32.34%,35.39%,101.32%,99.91%,54.57%,99.78%,131.65%,99.99%,81.40%,54.31%,110.94%,71.58%,51.32%,48.25%,63.12%,48.98%,128.78%,46.99%,55.64%,61.23%,51.77%,47.50%
#285,,100000,66249,25171,91420,26194,65226,304,24845,9425,56846,100.00%,66.25%,25.17%,91.42%,26.19%,65.23%,0.30%,24.84%,9.43%,56.85%,100.00%,72.47%,27.53%,91.42%,28.65%,71.35%,0.33%,27.18%,10.31%,62.18%,10539.0,148.2,35800.1,9964.4,32081.5,1082.4,30505.8,35895.0,-24.0,177.4,15731.6,21877.2,1129.2,16164.6,758.6,22351.4,31837.9,831.5,14805.6,23007.5,43160.8,40190.3,48682.3,42528.4,46535.1,40919.4,77526.6,48342.3,34812.8,41079.5,39.73%,34.77%,39.21%,36.28%,38.77%,34.99%,40.23%,38.93%,32.03%,34.84%,108.54%,88.56%,50.62%,106.43%,53.31%,88.55%,62.43%,50.50%,128.84%,68.82%,119.39%,47.98%,61.08%,101.57%,64.21%,46.72%,50.65%,60.44%,57.48%,46.90%
#286,,100000,87478,3043,90521,5241,85280,77,2951,12883,74610,100.00%,87.48%,3.04%,90.52%,5.24%,85.28%,0.08%,2.95%,12.88%,74.61%,100.00%,96.64%,3.36%,90.52%,5.79%,94.21%,0.09%,3.26%,14.23%,82.42%,1300.3,144.2,32822.4,1242.7,17361.4,252.1,22392.3,33253.1,-30.9,174.7,19620.0,20798.9,1194.6,20139.9,568.8,21342.7,29061.4,800.8,14332.9,21898.3,39831.8,39834.7,47791.8,40102.2,40806.2,40058.9,67153.6,47368.5,34515.8,40751.5,39.23%,35.33%,39.71%,35.45%,37.72%,35.31%,56.38%,39.01%,32.35%,35.29%,93.69%,90.57%,50.31%,91.05%,146.44%,90.49%,125.22%,49.44%,125.62%,69.57%,54.66%,48.75%,64.79%,50.95%,113.61%,47.17%,108.57%,63.34%,58.05%,47.64%
#287,,100000,53560,37407,90967,38079,52888,413,36947,7332,46275,100.00%,53.56%,37.41%,90.97%,38.08%,52.89%,0.41%,36.95%,7.33%,46.27%,100.00%,58.88%,41.12%,90.97%,41.86%,58.14%,0.45%,40.62%,8.06%,50.87%,15403.0,155.5,34897.1,14441.8,32053.5,1761.5,24329.9,35057.4,-7.8,183.0,13681.0,23071.6,1026.8,14006.4,753.5,23548.4,21804.0,814.0,14531.4,24386.8,44970.9,40221.7,48704.2,43709.8,46947.0,41379.1,68620.0,48494.8,34591.5,41111.8,40.79%,35.06%,39.12%,36.97%,38.67%,35.54%,46.33%,38.88%,33.78%,34.91%,140.00%,86.07%,48.19%,139.52%,49.95%,86.56%,78.85%,47.97%,138.68%,68.47%,138.43%,49.60%,61.99%,137.50%,63.67%,48.51%,80.07%,61.34%,66.03%,48.14%
#288,,100000,75902,13610,89512,15551,73961,305,13245,11713,64249,100.00%,75.90%,13.61%,89.51%,15.55%,73.96%,0.30%,13.24%,11.71%,64.25%,100.00%,84.80%,15.20%,89.51%,17.37%,82.63%,0.34%,14.80%,13.09%,71.78%,4996.6,141.9,30503.9,4758.4,25576.8,381.1,15306.7,30984.8,-24.8,173.7,17831.3,21306.5,1478.8,18291.7,650.9,22000.9,39633.1,728.5,14506.4,22501.2,42758.6,40780.7,47975.0,41874.6,45322.0,41149.8,63185.6,47655.8,35710.0,41705.5,40.11%,35.22%,39.79%,35.93%,38.90%,35.36%,50.01%,39.40%,33.06%,35.42%,101.09%,92.68%,46.37%,98.18%,57.26%,92.78%,112.99%,45.77%,131.23%,70.75%,74.55%,50.57%,65.08%,66.24%,75.41%,48.74%,98.16%,63.44%,61.81%,49.36%
#289,,100000,9431,79697,89128,79471,9657,503,79109,1949,7567,100.00%,9.43%,79.70%,89.13%,79.47%,9.66%,0.50%,79.11%,1.95%,7.57%,100.00%,10.58%,89.42%,89.13%,89.17%,10.83%,0.56%,88.76%,2.19%,8.49%,33024.3,206.4,35064.0,31375.6,33236.6,16060.9,14658.3,35229.7,187.2,227.6,3896.4,29582.4,861.6,3900.7,735.3,29949.9,15620.7,782.1,7411.9,34820.5,51968.9,41916.7,49448.3,48651.4,48380.8,50877.9,51190.6,49447.6,38002.7,42900.7,43.85%,35.96%,39.32%,39.01%,38.92%,39.45%,41.95%,39.30%,37.30%,35.04%,61.32%,75.04%,48.36%,55.60%,48.34%,82.98%,85.20%,48.06%,182.02%,64.92%,73.58%,68.57%,62.14%,68.71%,62.42%,68.86%,78.58%,61.75%,181.18%,55.49%
#290,,100000,17896,71729,89625,71512,18113,700,70930,2839,15156,100.00%,17.90%,71.73%,89.63%,71.51%,18.11%,0.70%,70.93%,2.84%,15.16%,100.00%,19.97%,80.03%,89.63%,79.79%,20.21%,0.78%,79.14%,3.17%,16.91%,28997.3,193.7,34276.5,27471.0,32512.2,7567.7,16329.7,34499.2,118.4,217.2,6644.3,30074.5,942.7,6759.6,742.8,30514.9,15545.2,796.4,10893.5,33487.6,54486.1,42227.7,49916.4,48381.2,48787.8,46775.6,54344.7,49885.8,37715.5,43061.7,43.34%,36.03%,39.33%,38.89%,38.95%,37.96%,49.59%,39.26%,36.23%,35.56%,78.65%,80.27%,47.36%,68.47%,47.76%,83.72%,87.11%,46.96%,932.17%,69.61%,82.88%,61.36%,63.45%,78.25%,63.74%,61.07%,86.81%,62.87%,191.21%,55.24%
#291,,100000,1956,86790,88746,87431,1315,3,86698,1986,59,100.00%,1.96%,86.79%,88.75%,87.43%,1.32%,0.00%,86.70%,1.99%,0.06%,100.00%,2.20%,97.80%,88.75%,98.52%,1.48%,0.00%,97.69%,2.24%,0.07%,40587.2,251.8,39056.1,38200.8,36347.7,161407.6,5972.3,39095.4,314.0,506.4,836.9,467.3,802.4,795.0,751.1,3713.7,23761.5,802.3,206.2,8693.1,54450.2,44093.9,50165.6,50031.8,48974.2,120350.4,43494.5,50174.2,43417.8,63678.2,46.25%,42.22%,41.03%,41.14%,40.56%,43.66%,1.00%,41.02%,41.59%,68.35%,56.25%,79.31%,50.50%,51.68%,50.86%,48.34%,15.86%,50.43%,79.91%,68.84%,67.52%,146.41%,61.72%,63.08%,62.33%,16.84%,113.83%,61.62%,153.14%,59.34%
#292,,100000,1412,87165,88577,87061,1516,6,87105,1407,59,100.00%,1.41%,87.16%,88.58%,87.06%,1.52%,0.01%,87.11%,1.41%,0.06%,100.00%,1.59%,98.41%,88.58%,98.29%,1.71%,0.01%,98.34%,1.59%,0.07%,43575.2,257.7,40855.2,40208.1,38131.1,159485.9,15673.2,40881.2,307.7,453.8,884.3,630.9,832.5,829.3,778.9,3723.7,3518.8,832.8,211.1,10171.2,57235.4,42164.7,52093.2,51934.9,50734.7,120861.5,55957.5,52099.3,41111.4,66952.3,46.48%,44.79%,41.14%,41.28%,40.65%,43.18%,36.96%,41.13%,43.79%,36.23%,55.61%,84.08%,50.20%,51.05%,50.13%,48.66%,23.34%,50.15%,86.31%,67.75%,67.30%,165.22%,61.66%,62.77%,61.85%,17.53%,44.77%,61.58%,174.15%,59.79%
#293,,100000,67281,21011,88292,22534,65758,264,20714,11650,55664,100.00%,67.28%,21.01%,88.29%,22.53%,65.76%,0.26%,20.71%,11.65%,55.66%,100.00%,76.20%,23.80%,88.29%,25.52%,74.48%,0.30%,23.46%,13.19%,63.05%,9314.4,130.9,36299.4,8738.0,31199.7,1040.8,27813.4,36462.7,-27.4,165.0,15490.3,20675.0,1095.3,16015.6,735.3,21251.8,25946.8,830.7,14157.8,22008.0,45512.3,40206.5,49594.2,42440.5,46848.7,40929.9,75076.5,49270.6,35838.8,41125.8,41.73%,35.36%,41.99%,36.86%,41.01%,35.55%,31.66%,41.49%,34.10%,35.27%,114.01%,99.27%,52.49%,110.25%,58.29%,99.54%,58.48%,52.35%,126.71%,71.74%,106.96%,49.54%,64.20%,88.46%,70.54%,47.87%,44.30%,63.54%,59.18%,48.27%
#294,,110426,98771,1229,100000,3021,96979,42,1187,18784,79987,100.00%,89.45%,1.11%,90.56%,2.74%,87.82%,0.04%,1.07%,17.01%,72.43%,100.00%,98.77%,1.23%,90.56%,3.02%,96.98%,0.04%,1.19%,18.78%,79.99%,556.4,114.7,33393.9,523.7,12205.4,159.8,20902.1,33833.3,-51.5,153.7,19175.4,19665.8,3333.3,19465.1,528.2,20055.0,157411.6,771.6,14894.8,20743.3,40562.8,40770.8,49271.0,40875.2,39508.7,40917.8,82639.6,48271.5,36254.9,41828.6,39.33%,35.53%,38.42%,35.59%,36.65%,35.54%,42.83%,37.69%,32.97%,35.68%,114.15%,112.45%,55.47%,112.39%,141.32%,112.55%,108.06%,55.03%,106.26%,74.72%,51.28%,47.75%,65.41%,48.52%,132.36%,46.66%,76.30%,64.22%,48.84%,47.32%
#295,,109837,73746,26254,100000,27413,72587,273,25967,12816,60944,100.00%,67.14%,23.90%,91.04%,24.96%,66.09%,0.25%,23.64%,11.67%,55.49%,100.00%,73.75%,26.25%,91.04%,27.41%,72.59%,0.27%,25.97%,12.82%,60.94%,10088.8,126.5,35158.7,9323.9,31282.8,1030.9,28383.2,35247.9,-36.4,161.1,15783.8,21545.6,1075.2,16171.3,742.3,21998.2,30185.0,811.5,15804.2,22730.3,43326.9,40479.1,49017.8,42720.9,46903.8,41141.2,75548.0,48742.7,36098.6,41400.7,40.30%,35.15%,40.26%,36.64%,39.44%,35.39%,38.04%,39.98%,32.77%,35.53%,117.61%,102.76%,50.68%,115.48%,53.66%,102.85%,72.41%,50.53%,116.41%,73.06%,110.95%,48.14%,62.50%,94.95%,66.07%,47.01%,51.66%,61.90%,53.50%,47.29%
#296,,109995,96554,3446,100000,5225,94775,107,3323,15643,80927,100.00%,87.78%,3.13%,90.91%,4.75%,86.16%,0.10%,3.02%,14.22%,73.57%,100.00%,96.55%,3.45%,90.91%,5.23%,94.77%,0.11%,3.32%,15.64%,80.93%,1182.9,131.1,29423.4,1140.5,18372.9,190.5,16547.5,29971.9,-44.7,165.4,19389.5,20447.9,1573.2,19797.5,578.5,20857.1,32745.7,735.5,15299.4,21432.6,40198.7,40415.9,47346.7,40654.8,41881.1,40587.2,60600.2,46994.9,35527.1,41359.2,39.29%,35.36%,39.40%,35.47%,37.22%,35.36%,49.92%,38.82%,32.87%,35.46%,102.52%,99.19%,47.70%,99.59%,145.44%,99.43%,110.88%,46.55%,111.54%,72.09%,52.28%,46.90%,63.80%,49.12%,100.57%,45.73%,101.22%,62.43%,49.63%,46.42%
#297,,112233,59586,40414,100000,41182,58818,392,39967,9640,50001,100.00%,53.09%,36.01%,89.10%,36.69%,52.41%,0.35%,35.61%,8.59%,44.55%,100.00%,59.59%,40.41%,89.10%,41.18%,58.82%,0.39%,39.97%,9.64%,50.00%,14766.6,137.0,34113.2,13868.2,31361.3,1620.2,24388.8,34253.3,-25.4,170.0,13577.0,22720.2,978.3,13933.5,731.6,23176.9,19872.7,787.2,15765.9,24041.7,44799.6,40678.2,48756.0,43942.7,47109.3,41725.6,69562.3,48552.0,35971.7,41594.3,42.25%,35.17%,40.53%,37.31%,39.84%,35.53%,42.84%,40.28%,33.59%,35.19%,145.79%,97.17%,49.37%,145.83%,51.12%,97.31%,72.01%,49.16%,123.13%,72.32%,138.58%,49.41%,63.35%,137.34%,65.01%,48.27%,76.11%,62.73%,56.99%,48.41%
#298,,111026,84609,15391,100000,16454,83546,562,14721,13382,71335,100.00%,76.21%,13.86%,90.07%,14.82%,75.25%,0.51%,13.26%,12.05%,64.25%,100.00%,84.61%,15.39%,90.07%,16.45%,83.55%,0.56%,14.72%,13.38%,71.33%,4860.0,135.3,28587.2,4514.4,25436.8,393.8,12984.2,29381.0,-40.4,170.5,17938.5,21247.2,1373.3,18188.4,657.2,21641.1,22031.0,714.9,15685.2,22233.6,42161.5,40921.5,47303.8,41903.8,45243.0,41246.1,57495.3,46976.6,36112.1,41820.6,39.98%,35.40%,39.33%,36.05%,38.50%,35.53%,52.12%,38.85%,33.45%,35.69%,105.32%,98.61%,47.55%,102.74%,53.24%,98.73%,88.48%,46.03%,113.22%,72.60%,68.62%,48.52%,65.02%,62.83%,71.06%,47.65%,90.07%,62.98%,51.00%,48.16%
#299,,115689,10801,89199,100000,89270,10730,623,88478,2506,8393,100.00%,9.34%,77.10%,86.44%,77.16%,9.27%,0.54%,76.48%,2.17%,7.25%,100.00%,10.80%,89.20%,86.44%,89.27%,10.73%,0.62%,88.48%,2.51%,8.39%,31767.6,196.4,34340.9,30652.9,32503.6,15255.6,10042.3,34548.1,159.7,224.7,3900.2,29402.0,839.7,3924.7,722.8,30563.6,15086.9,765.4,8004.9,35183.7,50975.3,42139.3,49186.1,48425.0,48134.5,50842.1,47803.8,49204.1,38038.1,43359.4,46.25%,37.40%,39.92%,39.76%,39.72%,39.88%,39.29%,39.94%,38.65%,36.07%,65.19%,82.95%,48.34%,55.97%,48.45%,90.14%,84.36%,48.05%,201.37%,69.84%,77.04%,71.26%,62.93%,69.45%,63.31%,67.74%,66.46%,62.56%,163.61%,55.06%
#300,,114144,20099,79901,100000,79793,20207,782,78983,3344,16891,100.00%,17.61%,70.00%,87.61%,69.91%,17.70%,0.69%,69.20%,2.93%,14.80%,100.00%,20.10%,79.90%,87.61%,79.79%,20.21%,0.78%,78.98%,3.34%,16.89%,27764.4,186.4,33540.0,26836.3,31743.6,7458.2,12083.8,33807.3,103.6,214.7,6605.2,30419.5,966.9,6886.6,732.4,31188.2,22214.5,780.9,11960.8,33722.8,49559.5,41821.5,49176.0,47697.8,48051.6,46301.0,51812.1,49168.4,37000.2,42749.0,44.99%,35.95%,39.88%,39.20%,39.46%,37.61%,39.98%,39.88%,36.65%,35.62%,85.71%,81.91%,47.65%,68.82%,47.81%,84.31%,90.64%,47.25%,2697.19%,68.76%,85.38%,61.04%,63.05%,78.20%,63.48%,60.44%,69.22%,62.44%,192.28%,55.72%
