Experiment Name:,Exp_20200327__MOPS_EZ_GLY

Tube Name:,Sample ID:,All Events ,V1L Events,V1R Events,P1 Events,V2L Events,V2R Events,H1-UR Events,H1-UL Events,H1-LL Events,H1-LR Events,All Events  % Total,V1L % Total,V1R % Total,P1 % Total,V2L % Total,V2R % Total,GR % Total,H1-UL % Total,H1-LL % Total,H1-LR % Total,All Events  % Parent,V1L % Parent,V1R % Parent,P1 % Parent,V2L % Parent,V2R % Parent,GR % Parent,GFP % Parent,H1-LL % Parent,mCherry % Parent,All Events  Mean FITC-A,V1L Mean FITC-A,V1R Mean FITC-A,P1 Mean FITC-A,V2L Mean FITC-A,V2R Mean FITC-A,H1-UR Mean FITC-A,H1-UL Mean FITC-A,H1-LL Mean FITC-A,H1-LR Mean FITC-A,All Events  Mean ECD-A,V1L Mean ECD-A,V1R Mean ECD-A,P1 Mean ECD-A,V2L Mean ECD-A,V2R Mean ECD-A,H1-UR Mean ECD-A,H1-UL Mean ECD-A,H1-LL Mean ECD-A,H1-LR Mean ECD-A,All Events  Mean FSC-A,V1L Mean FSC-A,V1R Mean FSC-A,P1 Mean FSC-A,V2L Mean FSC-A,V2R Mean FSC-A,H1-UR Mean FSC-A,H1-UL Mean FSC-A,H1-LL Mean FSC-A,H1-LR Mean FSC-A
#179,0.12,100000,25181,58282,83463,57095,26368,3868,54965,1498,23132,100.00%,25.18%,58.28%,83.46%,57.09%,26.37%,3.87%,54.97%,1.50%,23.13%,100.00%,30.17%,69.83%,83.46%,68.41%,31.59%,4.63%,65.86%,1.79%,27.72%,23496.6,205.6,27533.0,19288.3,27719.5,1031.9,6866.9,28721.0,149.2,191.1,5866.1,16967.9,924.2,5764.6,528.0,17103.6,7306.4,521.4,68.5,18334.3,48582.9,40910.4,43417.0,42660.8,43149.7,41602.1,43535.9,43371.0,37831.1,41139.6
#180,0.12,100000,60436,25905,86341,21604,64737,7281,19637,1606,57817,100.00%,60.44%,25.91%,86.34%,21.60%,64.74%,7.28%,19.64%,1.61%,57.82%,100.00%,70.00%,30.00%,86.34%,25.02%,74.98%,8.43%,22.74%,1.86%,66.96%,7715.7,198.2,20946.5,6423.3,23648.9,674.9,4600.6,25980.5,132.9,185.2,15340.0,20784.9,2650.9,15344.1,695.0,20232.8,8722.3,714.5,113.1,21569.9,43111.0,40339.0,42671.7,41038.9,42082.8,40690.5,41969.5,42655.7,36932.1,40486.6
#181,0.24,100000,1658,80657,82315,82042,273,119,80545,1553,98,100.00%,1.66%,80.66%,82.31%,82.04%,0.27%,0.12%,80.55%,1.55%,0.10%,100.00%,2.01%,97.99%,82.31%,99.67%,0.33%,0.14%,97.85%,1.89%,0.12%,33410.9,217.9,28630.9,28058.6,27992.4,47966.2,42433.2,28608.1,204.1,406.0,793.5,1539.3,665.5,683.1,633.8,15486.8,11937.6,645.8,126.7,26497.6,50935.7,39494.8,43171.0,43097.0,43068.3,51721.0,46929.2,43163.9,39378.0,42403.6
#182,0.24,100000,1763,80138,81901,81541,360,197,79960,1614,130,100.00%,1.76%,80.14%,81.90%,81.54%,0.36%,0.20%,79.96%,1.61%,0.13%,100.00%,2.15%,97.85%,81.90%,99.56%,0.44%,0.24%,97.63%,1.97%,0.16%,31939.9,218.4,27678.4,27087.3,27080.4,28645.1,25990.8,27676.1,196.7,424.8,748.2,2770.0,571.2,618.5,530.9,20460.0,10891.5,541.0,98.0,39165.0,51280.9,38823.2,43317.4,43220.7,43203.9,47025.8,46702.5,43310.0,38532.4,41201.4
#183,0,100000,49509,34439,83948,35745,48203,103,34342,773,48730,100.00%,49.51%,34.44%,83.95%,35.75%,48.20%,0.10%,34.34%,0.77%,48.73%,100.00%,58.98%,41.02%,83.95%,42.58%,57.42%,0.12%,40.91%,0.92%,58.05%,11281.2,141.5,24334.3,10066.4,23281.8,266.5,17527.3,24350.5,154.4,141.3,5865.6,9998.8,432.0,6074.1,413.6,10271.7,11351.6,396.4,241.2,10156.9,43089.1,41717.0,42824.4,42171.3,42359.8,42031.5,60637.4,42771.9,35256.1,41818.7
#184,0,100000,83246,2337,85583,3929,81654,20,2314,1105,82144,100.00%,83.25%,2.34%,85.58%,3.93%,81.65%,0.02%,2.31%,1.10%,82.14%,100.00%,97.27%,2.73%,85.58%,4.59%,95.41%,0.02%,2.70%,1.29%,95.98%,953.0,134.8,26790.5,862.7,15782.4,144.8,20084.8,26880.7,153.3,134.6,10458.2,10951.2,547.8,10667.1,556.8,11153.6,8413.5,461.7,239.1,11095.4,41050.3,41489.4,41940.3,41501.8,38786.6,41632.4,61559.4,41752.0,36269.1,41560.2
#185,0.06,100000,48257,36233,84490,36863,47627,422,35821,710,47537,100.00%,48.26%,36.23%,84.49%,36.86%,47.63%,0.42%,35.82%,0.71%,47.54%,100.00%,57.12%,42.88%,84.49%,43.63%,56.37%,0.50%,42.40%,0.84%,56.26%,11236.3,143.6,23775.7,10278.1,23228.6,254.4,12761.0,23899.1,158.7,143.2,8298.9,14782.3,601.8,8701.1,545.4,15013.6,5797.1,539.1,173.3,15004.6,40785.7,39882.4,41547.3,40596.4,41303.5,40049.0,48002.1,41472.8,34975.1,39954.1
#186,0.06,100000,82003,5018,87021,5772,81249,421,4584,710,81306,100.00%,82.00%,5.02%,87.02%,5.77%,81.25%,0.42%,4.58%,0.71%,81.31%,100.00%,94.23%,5.77%,87.02%,6.63%,93.37%,0.48%,5.27%,0.82%,93.43%,1499.2,139.5,20967.4,1340.5,17636.8,182.8,11037.4,21934.7,138.6,139.7,11932.5,12817.8,885.5,12129.8,590.2,12949.5,4212.6,556.7,125.3,12928.1,40173.8,40409.5,41697.1,40483.7,39896.2,40525.4,47571.5,41163.4,35662.9,40450.8
#187,0.09,100000,37638,46391,84029,45437,38592,2211,44210,671,36937,100.00%,37.64%,46.39%,84.03%,45.44%,38.59%,2.21%,44.21%,0.67%,36.94%,100.00%,44.79%,55.21%,84.03%,54.07%,45.93%,2.63%,52.61%,0.80%,43.96%,13688.3,147.2,22767.0,12635.2,22711.3,772.0,11143.4,23333.5,158.2,146.5,7145.7,15536.9,708.4,7350.3,558.1,15347.3,3805.2,550.8,81.7,15832.9,43300.9,41430.7,42838.8,42208.1,42469.9,41899.9,46384.1,42662.9,34756.4,41549.1
#188,0.09,100000,65294,19463,84757,18698,66059,2652,16807,948,64350,100.00%,65.29%,19.46%,84.76%,18.70%,66.06%,2.65%,16.81%,0.95%,64.35%,100.00%,77.04%,22.96%,84.76%,22.06%,77.94%,3.13%,19.83%,1.12%,75.92%,4532.3,140.9,18417.1,4337.7,17998.6,471.0,11196.0,19560.2,157.5,140.8,11274.6,14519.9,1065.2,11430.2,702.5,14466.7,3436.2,678.1,90.9,14735.0,42610.3,42087.6,43548.9,42423.2,42478.0,42407.6,47075.9,42997.2,34532.0,42197.8
#189,0.12,100000,8632,72997,81629,73124,8505,2204,70925,2051,6449,100.00%,8.63%,73.00%,81.63%,73.12%,8.51%,2.20%,70.92%,2.05%,6.45%,100.00%,10.57%,89.43%,81.63%,89.58%,10.42%,2.70%,86.89%,2.51%,7.90%,22463.3,183.3,23498.6,21033.1,22917.7,4829.5,14654.4,23731.4,179.0,170.6,2346.0,16866.3,674.3,2386.6,544.8,18221.9,4483.3,557.3,63.6,22527.1,43328.1,38749.0,41887.3,41555.5,41459.7,42378.7,45666.4,41770.7,32584.7,40636.4
#190,0.12,100000,15624,68723,84347,67147,17200,3110,65631,1223,14383,100.00%,15.62%,68.72%,84.35%,67.15%,17.20%,3.11%,65.63%,1.22%,14.38%,100.00%,18.52%,81.48%,84.35%,79.61%,20.39%,3.69%,77.81%,1.45%,17.05%,18164.0,172.8,21096.4,17220.6,20933.6,2725.4,12167.7,21513.8,184.3,171.3,3189.8,14292.7,657.2,3183.0,485.4,13714.1,4158.2,488.2,86.7,15531.8,43707.1,40533.9,42498.0,42134.2,42071.0,42380.9,46321.5,42314.8,34252.1,41074.8
#191,0.24,80681,1152,63749,64901,64692,209,6,63747,1090,58,100.00%,1.43%,79.01%,80.44%,80.18%,0.26%,0.01%,79.01%,1.35%,0.07%,100.00%,1.78%,98.22%,80.44%,99.68%,0.32%,0.01%,98.22%,1.68%,0.09%,25763.8,227.5,24560.9,24129.0,24031.7,54257.4,4306.0,24561.3,213.7,420.1,604.2,535.1,561.7,561.2,550.1,3998.1,9633.3,560.7,195.1,7058.3,44231.9,35428.5,41869.0,41754.6,41709.9,55599.3,65485.4,41866.3,34876.9,45878.5
#192,0.24,51085,1412,39583,40995,40867,128,2,39596,1376,21,100.00%,2.76%,77.48%,80.25%,80.00%,0.25%,0.00%,77.51%,2.69%,0.04%,100.00%,3.44%,96.56%,80.25%,99.69%,0.31%,0.00%,96.59%,3.36%,0.05%,25057.7,214.1,24665.0,23822.9,23733.8,52260.1,6089.3,24657.0,203.0,302.0,577.2,261.5,557.2,547.0,538.1,3387.6,7153.9,556.8,151.9,7265.0,43074.7,34251.0,41253.4,41012.2,40971.7,53965.7,41560.5,41255.9,33885.9,48541.1
#193,0,100000,49223,32516,81739,33118,48621,245,32263,800,48431,100.00%,49.22%,32.52%,81.74%,33.12%,48.62%,0.25%,32.26%,0.80%,48.43%,100.00%,60.22%,39.78%,81.74%,40.52%,59.48%,0.30%,39.47%,0.98%,59.25%,10963.8,159.7,24432.6,9815.5,23650.5,391.9,22307.2,24454.3,152.6,160.1,8012.3,13032.0,624.8,8096.4,520.8,13256.4,13238.8,524.7,343.3,13242.4,43097.2,41135.8,42275.3,41589.1,41879.7,41391.1,63350.6,42116.3,35397.5,41230.0
#194,0,100000,81530,2187,83717,3224,80493,39,2143,874,80661,100.00%,81.53%,2.19%,83.72%,3.22%,80.49%,0.04%,2.14%,0.87%,80.66%,100.00%,97.39%,2.61%,83.72%,3.85%,96.15%,0.05%,2.56%,1.04%,96.35%,965.7,165.8,26432.5,852.0,17536.3,183.8,20542.3,26597.7,144.6,166.1,12965.1,13299.5,1471.1,12990.5,543.0,13489.0,11449.1,552.9,242.5,13459.8,40875.1,40574.2,41612.8,40601.3,39153.6,40659.3,63068.8,41208.5,35611.0,40628.4
#195,0.06,100000,50295,36097,86392,36703,49689,477,35625,832,49458,100.00%,50.30%,36.10%,86.39%,36.70%,49.69%,0.48%,35.62%,0.83%,49.46%,100.00%,58.22%,41.78%,86.39%,42.48%,57.52%,0.55%,41.24%,0.96%,57.25%,11433.0,146.5,24075.3,10144.6,23461.0,308.4,15877.3,24181.6,154.5,146.5,8840.8,14883.9,667.4,8943.9,545.3,15147.5,9236.5,544.9,120.4,15139.3,42268.9,39997.7,41337.6,40557.5,40999.7,40230.9,54665.7,41157.5,35940.0,40067.0
#196,0.06,100000,82265,4875,87140,5929,81211,206,4671,932,81331,100.00%,82.27%,4.87%,87.14%,5.93%,81.21%,0.21%,4.67%,0.93%,81.33%,100.00%,94.41%,5.59%,87.14%,6.80%,93.20%,0.24%,5.36%,1.07%,93.33%,1540.7,139.7,21881.6,1356.0,17658.0,165.9,12209.0,22298.9,141.9,139.7,12885.2,13462.8,913.1,12760.7,622.0,13647.0,7403.7,616.2,142.3,13616.4,40716.5,39956.8,41045.8,40017.7,39330.0,40067.9,52065.3,40571.4,34624.4,40017.2
#197,0.09,100000,39692,46951,86643,46933,39710,1352,45636,678,38977,100.00%,39.69%,46.95%,86.64%,46.93%,39.71%,1.35%,45.64%,0.68%,38.98%,100.00%,45.81%,54.19%,86.64%,54.17%,45.83%,1.56%,52.67%,0.78%,44.99%,13742.0,148.0,22712.8,12375.7,22477.3,436.6,11856.8,23016.9,136.3,147.4,7053.3,14580.1,672.3,7043.6,542.8,14726.8,5606.1,527.6,100.1,14843.4,41870.1,39151.5,40366.2,39809.7,40082.6,39487.2,46498.0,40179.7,35667.7,39216.5
#198,0.09,100000,66709,18898,85607,19370,66237,1478,17464,869,65796,100.00%,66.71%,18.90%,85.61%,19.37%,66.24%,1.48%,17.46%,0.87%,65.80%,100.00%,77.92%,22.08%,85.61%,22.63%,77.37%,1.73%,20.40%,1.02%,76.86%,4551.0,142.9,18889.7,4281.3,18036.9,258.7,11362.0,19481.7,127.9,142.6,10795.9,13379.8,872.6,10618.8,668.8,13528.5,3910.7,617.1,78.4,13563.4,43418.9,41415.6,42141.1,41575.7,41344.7,41643.3,47764.7,41652.5,35514.6,41496.4
#199,0.12,100000,7511,78396,85907,77864,8043,1273,77175,563,6896,100.00%,7.51%,78.40%,85.91%,77.86%,8.04%,1.27%,77.17%,0.56%,6.90%,100.00%,8.74%,91.26%,85.91%,90.64%,9.36%,1.48%,89.84%,0.66%,8.03%,23554.7,183.6,23569.5,21524.8,23495.4,2447.5,13002.4,23728.6,163.2,179.1,2331.8,19624.5,618.5,2280.2,537.3,19153.9,5546.1,537.9,110.1,21353.7,43999.8,39804.0,41023.6,40916.9,40896.3,41116.6,44884.4,40958.3,35230.9,40185.2
#200,0.12,100000,15584,70591,86175,69301,16874,2106,68553,661,14855,100.00%,15.58%,70.59%,86.18%,69.30%,16.87%,2.11%,68.55%,0.66%,14.86%,100.00%,18.08%,81.92%,86.18%,80.42%,19.58%,2.44%,79.55%,0.77%,17.24%,19293.9,168.5,21791.6,17881.3,21777.6,1879.1,11742.9,22079.6,131.4,166.5,4152.1,19049.1,800.4,4100.5,616.4,18409.9,6010.1,620.2,121.0,20068.0,44395.3,40565.6,41629.5,41437.1,41355.3,41773.0,46627.3,41474.1,34869.1,40822.8
#201,0.24,100000,823,83806,84629,84536,93,4,83804,740,81,100.00%,0.82%,83.81%,84.63%,84.54%,0.09%,0.00%,83.80%,0.74%,0.08%,100.00%,0.97%,99.03%,84.63%,99.89%,0.11%,0.00%,99.03%,0.87%,0.10%,26524.1,226.2,24277.3,24043.4,24034.8,31861.4,14464.0,24277.2,219.4,263.8,540.2,1337.3,488.2,496.5,485.1,10808.3,8069.0,487.9,231.5,11470.4,44899.9,35445.4,41208.0,41152.0,41146.0,46616.7,30377.2,41208.4,34823.2,41166.3
#202,0.24,100000,787,84316,85103,85049,54,8,84317,716,62,100.00%,0.79%,84.32%,85.10%,85.05%,0.05%,0.01%,84.32%,0.72%,0.06%,100.00%,0.92%,99.08%,85.10%,99.94%,0.06%,0.01%,99.08%,0.84%,0.07%,26433.5,214.9,24165.3,23943.9,23932.3,42145.6,31317.7,24162.2,187.3,402.5,566.4,722.1,496.5,498.5,491.2,12107.1,5237.4,494.4,104.3,10027.8,44902.2,36274.1,40986.2,40942.6,40935.6,51932.4,43477.6,40986.7,35352.2,45218.8
#203,0,100000,54453,32919,87372,34028,53344,102,32824,944,53502,100.00%,54.45%,32.92%,87.37%,34.03%,53.34%,0.10%,32.82%,0.94%,53.50%,100.00%,62.32%,37.68%,87.37%,38.95%,61.05%,0.12%,37.57%,1.08%,61.23%,11136.9,107.4,25597.7,9711.3,24633.2,192.7,23937.3,25597.6,136.4,106.8,8689.8,13770.9,632.2,8820.6,577.1,14079.2,13538.5,576.4,202.3,14021.6,41115.9,37761.2,40373.8,38745.5,40095.4,37884.5,61661.5,40305.6,36091.1,37791.6
#204,0,100000,85022,2106,87128,3964,83164,10,2096,1595,83427,100.00%,85.02%,2.11%,87.13%,3.96%,83.16%,0.01%,2.10%,1.59%,83.43%,100.00%,97.58%,2.42%,87.13%,4.55%,95.45%,0.01%,2.41%,1.83%,95.75%,962.7,108.8,28129.2,786.1,14878.0,114.4,17916.6,28177.9,118.8,108.6,14182.2,14595.8,678.5,14259.4,574.9,14911.6,10825.9,630.1,222.3,14870.6,39535.9,38788.5,42307.8,38873.6,38767.8,38878.6,50882.8,42266.9,35293.0,38855.3
#205,0.06,87619,44222,30174,74396,31156,43240,132,30048,950,43266,100.00%,50.47%,34.44%,84.91%,35.56%,49.35%,0.15%,34.29%,1.08%,49.38%,100.00%,59.44%,40.56%,84.91%,41.88%,58.12%,0.18%,40.39%,1.28%,58.16%,11206.9,118.9,24805.9,10131.6,23943.2,179.9,15618.3,24841.4,142.7,118.3,8559.1,14450.3,573.2,8821.9,535.4,14792.7,7817.8,539.1,172.8,14767.3,40364.2,38536.1,40027.3,39140.9,39759.3,38695.3,52377.7,39970.4,34324.2,38630.2
#206,0.06,100000,81300,4546,85846,6196,79650,59,4489,1537,79761,100.00%,81.30%,4.55%,85.85%,6.20%,79.65%,0.06%,4.49%,1.54%,79.76%,100.00%,94.70%,5.30%,85.85%,7.22%,92.78%,0.07%,5.23%,1.79%,92.91%,1611.8,116.0,24737.0,1419.8,17978.7,131.7,12216.4,24890.7,135.5,115.6,15285.3,16319.5,846.5,15500.1,636.4,16656.4,8407.1,719.5,231.5,16631.4,41633.2,39970.4,43365.3,40150.2,40644.2,40111.8,49362.0,43279.8,33704.4,40091.5
#207,0.09,76532,29895,32529,62424,33331,29093,286,32266,1000,28872,100.00%,39.06%,42.50%,81.57%,43.55%,38.01%,0.37%,42.16%,1.31%,37.73%,100.00%,47.89%,52.11%,81.57%,53.39%,46.61%,0.46%,51.69%,1.60%,46.25%,13949.8,118.1,24452.7,12798.8,23709.0,299.2,10943.0,24555.7,148.8,116.4,8214.7,17165.7,697.3,8584.1,629.0,17697.9,6793.1,641.4,164.5,17769.7,43263.5,39352.3,42212.9,40842.9,41878.6,39656.4,46713.0,42170.2,33775.0,39546.3
#208,0.09,73795,51013,13298,64311,14062,50249,155,13148,802,50206,100.00%,69.13%,18.02%,87.15%,19.06%,68.09%,0.21%,17.82%,1.09%,68.03%,100.00%,79.32%,20.68%,87.15%,21.87%,78.13%,0.24%,20.44%,1.25%,78.07%,4667.6,126.0,20624.4,4364.6,19341.4,173.4,10803.4,20732.6,141.7,125.7,10435.7,12933.0,774.3,10418.9,608.1,13164.4,5470.9,622.4,181.8,13163.2,40543.7,38922.9,40630.8,39276.0,40046.9,39060.3,47758.3,40538.0,33678.2,39008.8
#209,0.12,59913,4850,45045,49895,45180,4715,404,44650,514,4327,100.00%,8.10%,75.18%,83.28%,75.41%,7.87%,0.67%,74.52%,0.86%,7.22%,100.00%,9.72%,90.28%,83.28%,90.55%,9.45%,0.81%,89.49%,1.03%,8.67%,25049.3,171.7,25933.4,23429.2,25652.6,2124.3,15569.3,26022.1,179.9,169.7,2617.5,20547.0,620.2,2557.2,573.5,21565.1,4942.6,578.0,216.0,23035.9,46210.7,39457.0,41636.3,41424.5,41496.6,40733.7,44389.8,41612.3,34114.7,40078.2
#210,0.12,61621,9828,39618,49446,39641,9805,509,39105,745,9087,100.00%,15.95%,64.29%,80.24%,64.33%,15.91%,0.83%,63.46%,1.21%,14.75%,100.00%,19.88%,80.12%,80.24%,80.17%,19.83%,1.03%,79.09%,1.51%,18.38%,20535.5,138.5,24241.4,19450.6,23820.8,1782.2,13353.2,24385.3,161.9,137.6,4937.9,22373.3,764.3,5059.4,676.1,22780.7,5486.6,699.7,165.5,24198.2,44506.1,38315.9,41308.9,40714.0,41089.1,39197.6,44426.4,41268.4,36168.7,38492.9
#211,0.24,100000,828,83847,84675,84624,51,3,83879,771,22,100.00%,0.83%,83.85%,84.68%,84.62%,0.05%,0.00%,83.88%,0.77%,0.02%,100.00%,0.98%,99.02%,84.68%,99.94%,0.06%,0.00%,99.06%,0.91%,0.03%,28468.1,281.2,26210.7,25957.1,25931.5,68570.2,25538.0,26200.3,240.8,316.3,537.9,374.9,498.1,496.9,493.4,6296.3,5228.9,497.8,107.8,10090.1,45602.2,36187.7,41567.3,41514.7,41504.8,57959.0,55118.2,41567.3,35584.1,47051.6
#212,0.24,100000,671,83077,83748,83691,57,1,83080,644,23,100.00%,0.67%,83.08%,83.75%,83.69%,0.06%,0.00%,83.08%,0.64%,0.02%,100.00%,0.80%,99.20%,83.75%,99.93%,0.07%,0.00%,99.20%,0.77%,0.03%,28755.3,262.3,26371.8,26162.6,26144.8,52406.1,27029.1,26370.6,258.9,188.3,527.1,783.3,483.5,485.9,480.1,9008.3,19208.2,483.3,208.4,16787.4,46715.1,36497.7,42347.0,42300.1,42293.8,51574.1,43859.2,42347.2,36337.0,39080.9
#213,0,100000,54936,30527,85463,32098,53365,137,30423,1562,53341,100.00%,54.94%,30.53%,85.46%,32.10%,53.36%,0.14%,30.42%,1.56%,53.34%,100.00%,64.28%,35.72%,85.46%,37.56%,62.44%,0.16%,35.60%,1.83%,62.41%,12155.6,100.1,28201.6,10137.8,26563.2,258.3,22593.4,28197.2,135.4,98.6,10795.5,16622.8,774.0,10961.6,672.8,17150.2,17561.6,692.3,235.2,17115.9,44013.2,39252.8,43804.7,40878.8,43278.5,39435.3,63029.0,43719.6,36563.8,39328.0
#214,0,100000,84179,1841,86020,3330,82690,16,1829,1323,82852,100.00%,84.18%,1.84%,86.02%,3.33%,82.69%,0.02%,1.83%,1.32%,82.85%,100.00%,97.86%,2.14%,86.02%,3.87%,96.13%,0.02%,2.13%,1.54%,96.32%,937.8,99.6,30851.6,757.8,16859.8,109.3,16469.9,30912.3,119.8,99.3,16917.6,17399.8,831.6,17045.3,618.2,17706.8,12748.9,727.8,252.4,17674.5,39892.9,38853.8,43763.6,38958.9,39515.3,38936.5,57951.4,43646.6,34740.5,38919.1
#215,0.06,100000,51808,31724,83532,32844,50688,114,31640,1188,50590,100.00%,51.81%,31.72%,83.53%,32.84%,50.69%,0.11%,31.64%,1.19%,50.59%,100.00%,62.02%,37.98%,83.53%,39.32%,60.68%,0.14%,37.88%,1.42%,60.56%,12679.2,107.5,28931.6,11054.4,27682.3,280.1,19202.2,28940.0,141.5,106.2,11115.6,17880.5,736.1,11369.3,669.0,18302.8,13599.9,687.3,237.1,18306.5,44164.7,39922.2,43700.7,41357.2,43253.8,40128.3,58287.7,43649.3,34708.7,40041.6
#216,0.06,100000,80819,3975,84794,5622,79172,36,3938,1605,79215,100.00%,80.82%,3.97%,84.79%,5.62%,79.17%,0.04%,3.94%,1.60%,79.22%,100.00%,95.31%,4.69%,84.79%,6.63%,93.37%,0.04%,4.64%,1.89%,93.42%,1606.0,106.2,27321.5,1382.0,19048.3,127.5,14735.2,27443.0,127.7,105.8,17681.0,18765.2,935.9,17929.4,652.8,19156.2,15466.0,792.6,246.7,19140.7,41544.2,40347.6,44691.5,40551.3,41596.7,40477.0,62838.6,44522.4,35258.1,40451.0
#217,0.09,100000,41705,41605,83310,42588,40722,163,41466,1281,40400,100.00%,41.71%,41.60%,83.31%,42.59%,40.72%,0.16%,41.47%,1.28%,40.40%,100.00%,50.06%,49.94%,83.31%,51.12%,48.88%,0.20%,49.77%,1.54%,48.49%,16336.7,116.4,28129.8,14106.3,27211.5,400.6,15134.6,28165.2,167.5,114.3,10104.1,19697.8,766.6,10243.6,695.5,20229.2,12156.4,720.1,241.1,20327.7,46836.5,41028.9,44770.8,42897.6,44381.4,41345.8,56577.7,44724.4,35724.7,41194.9
#218,0.09,100000,67070,16063,83133,17058,66075,218,15853,1186,65876,100.00%,67.07%,16.06%,83.13%,17.06%,66.07%,0.22%,15.85%,1.19%,65.88%,100.00%,80.68%,19.32%,83.13%,20.52%,79.48%,0.26%,19.07%,1.43%,79.24%,5780.5,122.7,26170.0,5155.6,24101.3,264.5,17073.8,26282.3,139.2,122.3,16201.7,19950.0,959.8,16280.7,778.6,20282.7,10355.1,825.1,242.4,20308.4,43531.1,40172.5,44570.1,41022.2,43585.8,40360.4,53761.5,44447.7,34781.4,40268.0
#219,0.12,100000,8535,73535,82070,74522,7548,486,73130,943,7511,100.00%,8.53%,73.54%,82.07%,74.52%,7.55%,0.49%,73.13%,0.94%,7.51%,100.00%,10.40%,89.60%,82.07%,90.80%,9.20%,0.59%,89.11%,1.15%,9.15%,29891.9,159.4,30275.3,27143.4,29857.7,344.3,17537.6,30327.4,178.3,149.2,3306.9,25584.6,754.6,3336.8,725.8,29116.2,6769.0,713.4,132.2,29060.2,49981.2,41790.8,46016.6,45577.1,45902.4,42365.4,49131.9,45992.8,39246.9,42094.6
#220,0.12,100000,17321,65828,83149,66919,16230,610,65188,1175,16176,100.00%,17.32%,65.83%,83.15%,66.92%,16.23%,0.61%,65.19%,1.17%,16.18%,100.00%,20.83%,79.17%,83.15%,80.48%,19.52%,0.73%,78.40%,1.41%,19.45%,24746.2,150.6,28475.8,22575.3,27959.7,374.7,17651.7,28589.3,183.8,151.5,6080.1,26343.3,853.6,6163.4,795.0,28298.5,8118.2,774.6,204.0,28239.3,49621.9,41958.6,46244.2,45351.5,46080.5,42345.5,51226.7,46199.2,40123.8,42093.6
#221,0.24,100000,798,82277,83075,83033,42,5,82270,733,67,100.00%,0.80%,82.28%,83.07%,83.03%,0.04%,0.00%,82.27%,0.73%,0.07%,100.00%,0.96%,99.04%,83.07%,99.95%,0.05%,0.01%,99.03%,0.88%,0.08%,33307.6,237.2,30759.9,30466.7,30481.0,2213.3,26124.9,30760.9,235.5,309.3,671.5,1454.6,619.2,627.2,614.8,25149.1,8653.0,617.9,160.4,16563.9,49416.1,39628.2,45282.8,45228.4,45230.2,41836.3,40601.2,45282.6,39412.7,42631.9
#222,0.24,100000,973,81385,82358,82337,21,8,81421,887,42,100.00%,0.97%,81.38%,82.36%,82.34%,0.02%,0.01%,81.42%,0.89%,0.04%,100.00%,1.18%,98.82%,82.36%,99.97%,0.03%,0.01%,98.86%,1.08%,0.05%,33412.7,240.7,30891.2,30529.1,30533.5,13402.7,25838.7,30875.6,202.1,185.9,684.0,642.1,635.3,635.4,630.8,18930.6,5104.2,634.7,170.1,10935.8,50964.2,40018.1,46139.0,46066.7,46065.9,49429.4,55472.4,46136.3,39885.1,39934.7
#223,0,100000,56701,28822,85523,30257,55266,249,28569,1449,55256,100.00%,56.70%,28.82%,85.52%,30.26%,55.27%,0.25%,28.57%,1.45%,55.26%,100.00%,66.30%,33.70%,85.52%,35.38%,64.62%,0.29%,33.41%,1.69%,64.61%,12428.4,101.1,28517.5,9677.6,26942.3,225.6,24509.2,28555.9,126.8,100.7,11994.6,17875.2,842.4,12135.0,691.0,18400.4,15544.9,701.4,187.7,18344.5,45808.1,40070.4,44218.1,41468.2,43626.0,40286.9,62546.5,44062.4,36828.4,40153.6
#224,0,100000,85248,1613,86861,3407,83454,26,1585,1417,83833,100.00%,85.25%,1.61%,86.86%,3.41%,83.45%,0.03%,1.59%,1.42%,83.83%,100.00%,98.14%,1.86%,86.86%,3.92%,96.08%,0.03%,1.82%,1.63%,96.51%,892.3,102.3,30386.1,664.7,14192.0,112.4,22067.2,30559.1,106.9,102.2,17789.7,17940.7,994.7,17626.0,700.3,18317.0,16731.5,703.8,186.6,18241.0,41704.2,40130.0,44239.6,40206.3,39484.4,40235.8,58856.7,44003.2,35987.9,40200.1
#225,0.06,100000,53868,29746,83614,31287,52327,136,29616,1451,52411,100.00%,53.87%,29.75%,83.61%,31.29%,52.33%,0.14%,29.62%,1.45%,52.41%,100.00%,64.42%,35.58%,83.61%,37.42%,62.58%,0.16%,35.42%,1.74%,62.68%,13616.1,113.3,30810.6,11034.0,29101.5,231.2,21787.9,30845.8,141.3,112.5,11603.8,18003.1,749.4,11865.0,666.3,18560.9,16084.9,672.7,255.4,18500.0,47238.1,41882.3,45885.1,43306.3,45306.9,42110.1,62324.3,45809.4,37233.4,42010.7
#226,0.06,100000,82734,3929,86663,5685,80978,102,3859,1601,81101,100.00%,82.73%,3.93%,86.66%,5.69%,80.98%,0.10%,3.86%,1.60%,81.10%,100.00%,95.47%,4.53%,86.66%,6.56%,93.44%,0.12%,4.45%,1.85%,93.58%,1627.4,108.1,26951.1,1325.1,18387.7,127.2,10923.4,27158.5,106.4,107.9,17920.9,18753.4,979.0,17947.6,661.0,19161.2,10261.9,736.3,217.1,19126.2,41621.2,40198.9,44177.5,40379.2,41516.2,40299.4,52838.1,43944.8,36552.7,40269.4
